Name,   Size, Authors Number, NR, Age, Public Methods, Number Of Comments, Change Set Size, Churn, Buggy
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,125,0,0,0,1,24,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,134,0,0,0,4,20,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,57,0,0,0,0,45,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162,0,0,0,5,37,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,130,0,0,0,6,35,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108,0,0,0,0,79,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,353,0,0,0,23,41,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,28,0,0,0,0,17,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,308,0,0,0,11,39,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,104,0,0,0,5,17,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98,0,0,0,6,17,0,0,NO
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,117,0,0,0,3,22,0,0,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,189,0,0,0,4,23,0,0,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,194,0,0,0,0,22,0,0,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,304,0,0,0,0,34,0,0,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,47,0,0,0,0,20,0,0,NO
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,3,3,123,1,23,3,267,YES
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,358,3,4,123,5,32,3,678,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1247,3,4,123,33,229,3,2215,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,157,3,4,123,3,20,3,139,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,928,3,3,123,5,140,3,126,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,553,3,4,123,6,141,3,1125,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,369,3,4,123,5,67,3,229,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,390,3,3,123,3,30,3,457,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,3,3,123,13,129,3,94,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,3,3,123,3,41,3,399,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,3,3,123,8,170,3,1087,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,160,3,3,123,0,26,3,210,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,3,4,123,0,25,3,1048,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,926,3,3,123,19,143,3,1121,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,3,4,123,0,24,3,258,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,3,3,123,1,25,3,74,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,3,3,123,0,24,3,34,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,3,3,123,6,86,3,141,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,3,4,123,14,24,3,264,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,3,3,123,0,76,3,108,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,3,3,123,1,39,3,65,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,3,4,123,0,96,3,210,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,3,4,123,2,33,3,202,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,3,4,123,4,348,3,172,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,780,3,4,123,10,351,3,1406,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,314,3,4,123,9,66,3,473,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,191,2,4,123,1,40,3,158,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,3,4,123,0,65,3,26,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,3,3,123,2,59,3,132,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,3,4,123,2,57,3,233,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,3,4,123,2,44,3,107,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,3,3,123,3,154,3,320,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,979,3,4,123,19,299,3,403,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,469,3,4,123,9,101,3,1011,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,3,4,123,4,52,3,54,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,153,3,4,123,5,41,3,82,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,3,4,123,2,52,3,29,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,358,3,4,123,5,46,3,164,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,3,4,123,2,29,3,130,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,3,4,123,1,29,3,129,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,3,4,123,5,26,3,89,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,3,4,123,15,120,3,43,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,315,3,4,123,17,196,3,269,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,692,3,4,123,51,391,3,500,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,2,3,123,0,35,3,131,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,3,4,123,6,99,3,166,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,3,4,123,4,39,3,20,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,3,4,123,11,127,3,142,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,3,4,123,2,122,3,211,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,3,3,123,19,66,3,256,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,3,3,123,3,54,3,535,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,3,3,123,3,18,3,138,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,3,3,123,14,76,3,483,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,277,3,4,123,11,31,3,228,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,3,4,123,0,93,3,248,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,629,3,4,123,13,80,3,331,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,3,4,123,10,118,3,835,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,101,3,4,123,12,14,3,298,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,3,3,123,11,54,3,923,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,3,3,123,7,87,3,325,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,3,3,123,5,51,3,436,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,3,3,123,5,112,3,168,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,262,3,4,123,1,105,3,492,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,48,2,4,123,0,28,3,66,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,140,3,4,123,4,51,3,106,YES
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,138,2,4,123,1,21,3,73,YES
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,142,2,4,123,0,23,3,80,YES
hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,191,2,4,123,9,28,3,194,YES
hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,183,2,4,123,0,120,3,518,YES
hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,125,2,4,123,5,38,3,519,YES
hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,151,2,4,123,2,32,3,279,YES
hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,421,2,4,123,4,80,3,937,YES
hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java,383,2,3,123,5,148,3,722,YES
hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,2,4,123,9,48,3,17,YES
hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,56,2,4,123,0,48,3,56,YES
hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,16883,2,4,123,620,351,3,3087,YES
hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,68,2,4,123,0,20,3,28,YES
hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java,550,2,3,123,17,140,3,266,YES
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java,437,2,3,123,4,408,3,147,YES
hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java,1034,2,3,123,11,56,3,1332,YES
hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java,332,2,3,123,1,60,3,636,YES
hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,106,2,4,123,1,18,3,125,YES
hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,106,2,4,123,1,17,3,97,YES
hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,94,2,4,123,1,17,3,84,YES
hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,594,2,4,123,41,246,3,237,YES
hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,32,2,4,123,1,17,3,8,YES
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,90,2,4,123,6,18,3,5,YES
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,92,2,4,123,0,64,3,12,YES
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,948,2,4,123,34,207,3,1893,YES
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,47,2,3,123,3,17,3,38,YES
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,90,2,4,123,3,17,3,78,YES
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,223,2,4,123,5,34,3,200,YES
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,107,2,4,123,5,22,3,80,YES
hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,167,2,3,123,4,61,3,18,YES
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,213,2,3,123,0,102,3,170,YES
hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,842,2,3,123,24,100,3,1604,YES
hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,525,2,4,123,5,70,3,444,YES
hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,83,2,3,123,9,20,3,98,YES
hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,202,2,3,123,16,39,3,135,YES
hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1263,2,4,123,45,219,3,1018,YES
hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,491,2,4,123,12,68,3,640,YES
hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,846,2,4,123,24,249,3,1657,YES
hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,177,2,4,123,6,24,3,231,YES
hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,36,2,4,123,2,17,3,26,YES
hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,355,2,4,123,13,47,3,496,YES
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,804,2,4,123,34,101,3,1321,YES
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,200,2,4,123,11,41,3,318,YES
hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,123,2,4,123,0,97,3,5,YES
hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,204,2,4,123,10,43,3,5,YES
hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,80,2,4,123,0,60,3,6,YES
hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,57,2,4,123,1,19,3,6,YES
hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,342,2,4,123,17,45,3,682,YES
hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,35,2,4,123,0,17,3,22,YES
